,id,close_date,rel_vel,orbit_id,orbit_wt,e,a,inclination,asc_node,orbital_period,perihelion_distance,perihelion_arg,mean_anomaly,mean_motion,est_dia
10,3444370,1995-01-22,22.4213663146,12,6,0.4758194774081156,0.8138767249034949,23.18568668072357,117.1112240445536,268.18616502096,0.4266183269852852,220.9403707579688,5.556806412851552,1.342351123786957,0.1424106986
11,3448992,1995-01-22,17.2746114639,23,4,0.2048406780030454,1.240789317594743,13.7442332087249,161.933518574421,504.8303955012963,0.9866251925196996,13.92021256207252,46.68495944704712,0.7131107857372974,0.02975381215
12,3611400,1995-01-22,12.1185099534,5,6,0.326860711970322,0.930233744449396,8.333753551706272,20.49127086505545,327.7076361182716,0.626176880439848,128.46312989278,66.77697673554127,1.098540163006986,0.043007343399999995
13,2162854,1995-02-08,10.8299262895,42,0,0.1493579627014401,1.32292378805863,21.26523155355708,122.4368331936925,555.777121989752,1.125334586264921,297.7298536948962,15.23187454710148,0.6477416679390378,0.650942484
14,3446396,1995-02-08,39.6053279147,26,0,0.8610933305709985,1.982738584288127,10.02263604097735,163.2099234123562,1019.756809422007,0.2754156130918373,199.3714586963143,37.51725738061909,0.3530253455272793,0.7473819704
15,3764806,1995-02-08,25.2112885836,4,6,0.4416943551013883,0.8375570081279065,19.76759210755226,243.614950945384,279.9754763169043,0.4676128055622026,41.6483224835708,96.60735473164922,1.285826904326849,0.03922316335
16,3314405,1995-02-15,3.0890039286,27,0,0.3775493600967308,1.958154259500409,5.660561156228656,112.1644170272148,1000.849506520639,1.218854371855342,34.30691815167334,82.35082442826075,0.3596944372301356,0.4300734342
17,3426410,1995-02-15,20.0192419349,16,1,0.4527922930841961,0.907864592986423,8.278695740027688,114.3798292883882,315.9585012447702,0.4967905021181501,7.392326563703367,36.16756328615697,1.139390136937988,0.271357992
18,3666785,1995-02-15,8.5263208443,29,3,0.2597323195329087,1.16651991571092,5.035044225594919,28.8520216092119,460.1894557939667,0.8635369922219897,271.6146744029957,179.6031185576674,0.7822865028032653,0.14912230804999999
19,3702321,1995-02-15,7.9195240447,13,4,0.1514158524079464,0.9137303163513598,5.860414922890069,177.8573023304907,319.0255591799234,0.7753770616300362,90.64125634459155,203.9869515937405,1.12843623227369,0.1240345333
20,3719196,1995-02-15,4.6554785934,8,5,0.1714328826365063,0.9391389588534732,11.94779476707688,229.0663217594457,332.4246440437997,0.7781396599409749,227.5499749797063,314.5094251287649,1.082952201198919,0.025914487049999997
21,3447920,1995-02-15,2.1643728488,42,2,0.4074703521368719,1.978471308901617,4.06169556322702,142.2597510835389,1016.466480875606,1.172302907970777,38.66044217724877,15.11056876015708,0.3541680977909752,0.3262440628
22,3005973,1995-02-22,28.4189542612,29,1,0.8684189074961081,0.9067337425159876,4.035074270183858,342.7842082321538,315.3683407722336,0.1193090164503963,322.3904957839119,303.9792986106828,1.141522319959188,0.19658148744999998
23,3660308,1995-02-22,10.551519772,32,3,0.3988200079942557,1.35791927755497,3.854342068985657,341.218636234598,577.9754044222896,0.8163539004249429,237.1733163416558,54.31490079465933,0.6228638749080249,0.07137442405
24,3348144,1995-02-22,17.5649076525,10,1,0.3973810059711997,0.9403258403908948,11.6076647207195,195.3700872141465,333.0550192934602,0.5666582119956471,315.2418743196193,255.1877435084699,1.080902491016951,0.07137442405
25,3646046,1995-02-22,19.223165458,13,4,0.2494248827236086,1.183993437388868,35.2402424959676,149.1565598893367,470.5679773704998,0.8886760131226273,55.21650962102305,141.0296511750646,0.7650329332047928,0.23634293085000002
26,3780693,1995-02-22,7.1641480595,2,7,0.3179061258474021,1.03436766129103,4.008314775490596,322.7144944711469,384.2473032363464,0.705535845388161,249.0178764867158,92.63701924370052,0.9368966209206364,0.01720848415
27,2162173,1995-03-08,13.5763026447,117,0,0.1902842554038815,1.189560559495507,5.883903317829792,251.5911063365942,473.8907826636587,0.96320591417408,211.4467739786354,154.0217068187274,0.7596687109559334,0.5936666012
28,3092312,1995-03-08,11.4702980441,14,0,0.4282526106821032,1.234937694057483,5.850410278034516,151.2892418885367,501.2634017981307,0.7060724025476296,292.6184516502227,178.6926558391438,0.7181852868344447,0.12988010075
29,3273782,1995-03-08,11.9306425303,34,0,0.3864587856542614,0.7629744336180587,20.83376792025673,352.9223651783215,243.4240059087946,0.4681162605167759,351.1788107856062,203.652258647551,1.478900976327223,0.07473819705
30,3600106,1995-03-08,9.8741431619,8,6,0.2299595839786057,1.176188921427005,1.990548431564578,336.8735046974825,465.9228968858448,0.905713006375406,120.0623447551711,157.6102089911095,0.772660031104252,0.00819488035
31,3684008,1995-03-08,15.938707162,6,6,0.4373989530511649,1.442414905197316,24.56842188077443,151.7319137192872,632.7522951838971,0.8115041357986146,97.07781956847644,317.5623087461238,0.5689430172598158,0.24748143
32,3751815,1995-03-08,11.7404134833,7,6,0.513906570440738,0.8653553647152513,6.812692898480357,64.12627502627186,294.0289970235248,0.4206435570219426,292.8831880645742,140.1980046848551,1.224369037218451,0.1184520597
33,2483656,1995-03-08,11.9306119236,41,0,0.3864450668773289,0.7629535011587539,20.83340836762825,352.9209234711133,243.4139883487221,0.468113884379167,351.1779799498096,203.0327732060237,1.478961839630405,0.07473819705
34,3182169,1995-03-15,3.8380167643,21,0,0.1755281002971447,1.085053919527081,1.499707987243189,143.9720934468935,412.8339519813857,0.8945964663125213,2.124647144481263,343.2780837648182,0.8720213012330731,0.0819488035
35,2267221,1995-03-22,14.6506071817,80,0,0.6596701710312648,1.039069958449247,1.660280612530236,211.1661458545495,386.8704956796536,0.3536265012455829,111.2704877710451,339.0708464948791,0.9305439520983694,0.47156614335
36,2382875,1995-03-22,7.5148753568,39,0,0.1806949354384842,1.298712853884236,2.883848267500705,42.7745945849694,540.5901587784003,1.064042018598494,283.6789058830172,282.4479213473536,0.6659388709803942,0.19658148744999998
37,2396793,1995-03-22,14.3828211868,27,0,0.6085291129034922,1.067729565398203,19.76609421451883,228.3483095782694,402.9863441432185,0.4179850401456034,179.9055930928364,203.2544790124766,0.8933305190908865,0.41071694115
38,2419472,1995-03-22,16.5382492667,48,0,0.2001586683140727,1.225054256082759,23.76674096359197,157.1413506175398,495.2579002937377,0.9798490275727472,9.6180260171084,196.5243824380092,0.7268940077209951,0.45034217075
39,3647009,1995-03-22,7.3391408326,7,7,0.2216354711934581,1.149622484484153,7.430785914533306,330.7831998198386,450.2267560674101,0.894825363440914,290.4836428426266,144.1965902347316,0.7995970811341543,0.01424106985
40,3713321,1995-03-22,10.5995937061,11,5,0.2254849824771856,1.408325755715618,8.113962312011777,158.2260557876106,610.4542330459966,1.090769447365912,28.41222819732559,164.561870327472,0.589724799193709,0.07137442405
41,3747315,1995-03-22,22.8246286413,5,7,0.2997332703803507,0.8416315805242635,10.27694002800109,171.1772580572293,282.0210086909677,0.5893665944383424,218.2204921071237,87.3399513801906,1.276500646781531,0.01792844475
42,3771614,1995-03-22,20.3742223265,9,6,0.1478846210086852,1.235912132943166,39.40701510140626,356.5439054824789,501.8568085276265,1.05313973556283,218.6018120381645,90.33855226043312,0.7173360884675185,0.22322488959999998
43,2312942,1995-04-08,22.9603499373,69,0,0.7766438887734538,2.26319603381811,9.064507173740576,352.6914107643232,1243.602787733987,0.5054986650569561,299.7393341963947,191.4543290913346,0.2894814996804316,1.4912230804
44,3170221,1995-04-08,7.5164621883,17,1,0.01394849751423765,0.988667858326567,4.320908199813253,264.4056022167966,359.0658068186285,0.9748774271622922,87.81644303895897,58.24402434197092,1.00260173250594,0.0215547315
45,3601408,1995-04-08,21.5347344882,36,1,0.4445997797497422,2.250574629195569,40.07490632410602,190.8023227140372,1233.214308376651,1.249969644744861,16.17455002900164,217.6120228280012,0.2919200641402612,0.7473819704
46,3772759,1995-04-08,13.5922329378,14,4,0.1458940283310568,1.033210407631443,3.174319580769291,10.44411032877468,383.6026380708879,0.8824711791485181,85.73153235954244,224.3796113696917,0.9384711268160616,0.0100819054
47,3409964,1995-04-15,8.1878859535,32,2,0.2962061287988718,1.052079402640927,7.906473496389842,128.8405407963474,394.1587791697582,0.7404470355956286,242.293197578416,109.0655767033018,0.9133375152985072,0.29753812155
48,3562320,1995-04-15,14.0912031607,10,7,0.1986104067958223,0.8633230890356343,15.29060134113289,18.63948790340435,292.993820551631,0.691858139126041,344.8005314441176,197.2654367936369,1.228694855482665,0.03262440625
49,3747992,1995-04-15,11.1995010545,17,5,0.177454625327355,0.8693364318543375,1.86779849136472,150.0050896869119,296.0603493553376,0.7150686610562064,204.9786870571115,114.0409109070574,1.21596830100312,0.035771950149999995
50,3373683,1995-04-22,9.3048655227,44,1,0.1290438595815365,1.061197120692007,15.08972042172532,215.4436355173162,399.2937581924141,0.924256148461097,61.17301359257869,301.4816144786948,0.9015918546528368,0.5669472027
51,3719206,1995-04-22,26.0538805106,9,1,0.5458440282992364,1.487152224729361,10.42495328796337,114.7292730820402,662.4171450359277,0.6753990636889152,354.1692340425912,144.331764664412,0.543464194273647,0.271357992
52,3394543,1995-04-22,19.2686125665,34,0,0.523263108804333,1.182148764701506,23.27720540354022,65.77208245525733,469.4686819583911,0.5635739270145939,110.1549531441406,164.4894216808606,0.7668243140272065,0.28414670015
53,2489486,1995-04-22,9.3048655241,45,1,0.1290153472152782,1.061191066459368,15.0900047631558,215.4428312993687,399.2903411827814,0.924281132558361,61.18913869575113,121.790814642756,0.9015995702115028,0.5669472027
54,2356991,1995-05-08,14.3425306846,52,0,0.5324847482604941,2.10401812174821,8.168524524209124,299.0216815675574,1114.737576501411,0.9836605618535968,332.9520294576553,104.1327876318541,0.322945962878416,0.7137442406500001
55,3648769,1995-05-08,10.8435350851,12,3,0.2473747528584077,0.9352170073812008,7.028450269921951,204.1993482802674,330.3444547300045,0.7038679313112967,23.65247194162792,247.60414775645,1.089771584918032,0.06816204584999999
56,3773650,1995-05-08,15.6786970401,9,5,0.3838850579102436,0.8740622180160318,10.8683759590036,100.3027572519904,298.4777407624754,0.5385227928357914,257.1689856660798,38.2553300025332,1.206120091502847,0.21614371755
57,2088959,1995-05-15,36.9027872256,42,0,0.5639780444598699,1.723590507735431,53.82827282376167,38.98727038019353,826.5127687372666,0.7515233037332082,114.9699500537067,325.3972971861633,0.4355649587241131,1.4241069859
58,3277704,1995-05-15,15.7970850712,18,0,0.1538369907726766,1.157817149428843,31.0424516089619,49.31999676585112,455.0492405086502,0.9797020432957112,246.8332902517551,267.2300401028926,0.7911231751482434,0.1635093593
59,3459306,1995-05-15,20.2894533769,30,0,0.4765100329390353,1.253468714046949,5.80092536793395,191.2587796617734,512.5882832519676,0.6561782958283874,147.9375112842552,281.3684518532314,0.7023180430814464,0.2058460875
60,3562321,1995-05-15,19.8548506193,24,1,0.526542700061064,0.8963389405575244,20.13021458154914,38.78160579508243,309.9608358537071,0.424378214626492,334.98067422639,27.86736522773487,1.161437053840925,0.3416194718
61,3701883,1995-05-15,24.7182552115,18,2,0.5332462604352894,1.653696612656535,7.502275135786705,74.49124208498932,776.7516457501827,0.7718690780629323,250.7422433155759,153.2259944718528,0.4634686028277596,0.271357992
62,3728898,1995-05-15,11.3966022742,26,1,0.4988696932157258,1.100327266788939,10.78773208277203,16.98040476322838,421.5812038217386,0.5514073407690427,125.9795009921141,165.1195034118488,0.8539280137171922,0.1561502259
63,3484042,1995-05-22,15.4554198905,8,7,0.4908497989594158,1.661650553101948,22.1301664250267,72.21757892144072,782.3624022975998,0.8460297131710548,100.3153715205702,170.8032501941032,0.4601448113339436,0.3262440628
64,3330689,1995-05-22,14.6851764215,16,0,0.1896829317424602,1.233608012173821,5.565071112894867,215.9032878169585,500.4540394052879,0.9996136278037018,323.5602403844879,121.6788610599896,0.7193467764348634,0.05669472025
65,3605319,1995-05-22,19.5361708097,29,2,0.591282535960133,2.269587545102286,28.17732240810394,95.203000551295,1248.874609320113,0.9276200658506738,158.5215330934825,189.5306371002728,0.2882595236650571,0.7473819704
66,3694462,1995-05-22,4.8238986328,13,6,0.3500664333192877,1.365936091394591,0.6544971567741348,214.1302323153935,583.1012834449405,0.887767715737998,119.6465718765472,313.2636057069759,0.617388454151796,0.02975381215
67,3127399,1995-06-08,11.5082485302,12,7,0.202625295607249,1.253655419096375,20.00369553323626,256.4453282720152,512.7028130962499,0.9996331192123424,38.56656343615317,285.6728098139616,0.7021611561402084,0.05936666015
68,3397922,1995-06-08,18.3327339774,45,0,0.2348032024240591,1.187057031586828,27.42819291107595,91.3017276853694,472.395556943907,0.9083322391102432,58.2930682841533,349.2002761211894,0.7620732132388514,0.5170619942
69,3672731,1995-06-08,7.9263615697,12,6,0.1197566329200361,1.126601949757105,6.507326870768589,242.5828956419752,436.7713817183259,0.9916838936130462,318.5163366159038,301.1588142652097,0.8242298261019404,0.024748143
70,3463371,1995-06-08,19.6672789686,19,1,0.2991539178730141,0.912717016736762,21.03334897898406,87.57392832159935,318.4950216186122,0.6396741452705902,23.61692199702258,278.3844048313936,1.130315940796992,0.29753812155
71,2484402,1995-06-08,18.3327075668,72,0,0.2347705612442139,1.18707590311588,27.42934756970816,91.29622833768234,472.4068220242749,0.9083854271018824,58.30311252249622,141.6139706740252,0.7620550407324583,0.5170619942
72,3776112,1995-06-08,17.4813559273,5,5,0.4054789391223797,1.062613440594973,29.97955176309085,280.3174924693282,400.0933971167236,0.6317460700053416,202.1321893156033,194.9409036905404,0.8997899055429133,0.32384904215
73,2154244,1995-06-15,16.1254927357,253,0,0.5484018822965251,2.306718529428724,3.246143241153584,213.2863017826745,1279.647443089683,1.041709745961739,98.0395632854609,112.3129187151667,0.2813274874607551,1.36001161325
74,3363380,1995-06-15,13.4752350082,17,7,0.30977234666475,1.150231297936064,20.01862819566331,268.0963340337385,450.5844479129489,0.7939214495671685,70.135953631271,318.6663283583578,0.7989623291870707,0.171215318
75,3673983,1995-06-15,4.3317191588,11,5,0.2318209307064729,1.438387666344343,7.096661497807136,253.4295183007643,630.1041683088879,1.104939298815686,18.92836310165708,309.8889442894267,0.5713341033216619,0.10802956235
76,3673919,1995-06-15,16.9382989689,50,4,0.5261474187914922,2.161978055705668,4.440911302351275,237.8567752670393,1161.11530358446,1.024458882212282,78.24190434677628,348.3639762732325,0.3100467273910263,0.21554731475
77,2308242,1995-06-22,13.1145420116,75,0,0.3399797159866457,0.7531844336406677,24.9272962782371,272.6928189515696,238.7538758060025,0.4971170038059509,156.6239373490321,204.1265053446825,1.507828925434974,2.1554731475
78,2366746,1995-06-22,11.0655789028,38,0,0.4614920351674892,1.087142228849047,18.2835214315469,246.750955268562,414.0263438840223,0.5854347491409798,256.0421444347076,310.1782421031937,0.8695098882423862,0.3922316337
79,3545558,1995-06-22,12.5521761782,14,1,0.3884472788369994,0.830728067890893,5.059664077001305,166.1544806171286,276.5583358674995,0.5080340104651575,319.7961989090851,338.7787406603182,1.301714514844629,0.01635093595
80,3608823,1995-06-22,12.5265347443,7,7,0.3601241569688025,0.9297454068141836,0.4952217100602064,323.4926064565487,327.4496187621624,0.5949216259896094,264.2658160994401,281.3559795432977,1.099405769232182,0.0156150226
81,3775092,1995-06-22,12.8353276218,4,5,0.294842973658921,1.498548586522003,6.801303325578496,56.16673208709447,670.0460779441441,1.056712065099482,259.3072848150319,19.03910493734082,0.5372764826928963,0.20861359959999998
82,2090416,1995-07-08,24.3634556187,121,0,0.4921266252859243,1.694978563392385,7.83911684920814,326.9024685776038,806.0180023830769,0.8608344830581066,233.0557394203598,36.11013318463239,0.4466401481550315,0.7826049975
83,2216523,1995-07-08,8.9531690586,67,0,0.4120948370750944,0.9138520280653584,5.208499321631484,205.2425729545676,319.0893040944803,0.53725832544902,211.1301076969899,330.2984546084541,1.128210802996412,0.3262440628
84,2309728,1995-07-08,15.5946377133,45,0,0.3929044048426266,1.90717825097135,19.80151512180682,90.671469731107,962.0227781647918,1.15783951534465,235.8207925627996,138.6044236764724,0.3742115136678531,1.0316743116
85,2458418,1995-07-08,31.6077353288,26,0,0.5374951507131843,1.854462055451618,38.50091552904151,124.7942812859417,922.4128707956812,0.8576976934647692,237.7160546006993,264.9401353771952,0.3902807640676793,0.5414303753
86,3007951,1995-07-08,32.1814057516,34,0,0.790756960368756,1.064507657848714,43.56115448362104,276.4541321668485,401.1636849031553,0.2227408180390012,160.10543676,18.81210234352095,0.897389304036599,0.7826049975
87,2495829,1995-07-08,32.1814058882,37,0,0.7907569689137183,1.064507658028576,43.56115504220871,276.4541314999233,401.1636850048279,0.2227408089804583,160.1054355754493,18.8121029128578,0.8973893038091608,0.7826049975
88,3414393,1995-07-15,18.5175254845,28,0,0.2476966426679784,1.376451096446346,37.22407108829239,106.1303161194635,589.8473138359883,1.035508781059929,244.0632687260298,324.3908879648891,0.6103274382293802,0.41071694115
89,3440397,1995-07-15,31.1285563305,26,1,0.6073127022277187,1.73386919363144,0.9209450537747632,317.3928578023471,833.9171826189519,0.6808684083377344,228.7276848309123,265.8872187409405,0.4316975444364929,0.41071694115
90,2470594,1995-07-15,18.5175194475,32,0,0.2476471761427561,1.376501611527481,37.22279206579987,106.1248590326738,589.8797847952184,1.035614874476747,244.0608253914646,208.5269511313089,0.610293841693485,0.3922316337
91,3414402,1995-07-15,26.347867125,38,1,0.4364161676008859,1.895561584856526,40.75589995690742,296.3182956877208,953.2466221849488,1.06830786254198,56.56054080211472,158.0760770160067,0.3776567276733059,0.493790371
92,2212359,1995-07-22,20.2917992454,94,0,0.707411422929393,2.016449150650885,15.95128044364067,168.5299865401225,1045.873933196462,0.5899899877241765,167.1005289202966,255.4052559846539,0.3442097451456186,1.96581487445
93,2348314,1995-07-22,15.3422196651,60,0,0.2780787999190192,1.189569735081815,30.1225406141259,292.4757569846702,473.8962656558362,0.8587756107302781,84.2046886005298,308.879960955237,0.759659921569096,1.13120838815
94,3560054,1995-07-22,9.8307494523,7,6,0.222717159391895,0.9253650074475226,13.08284558438967,359.7151698871408,325.1382290472969,0.7192703415881505,330.5650246556428,325.6108650727421,1.107221384132076,0.07826049975
95,3666783,1995-07-22,15.4140722175,13,2,0.2710734108752346,0.7521531361361501,19.1976308267857,358.6587800949906,238.2636732212871,0.5482644200232192,347.4623459991788,296.4561445080394,1.510931125726625,0.3745783022
96,2307070,1995-08-08,14.6993080325,75,0,0.249441069304206,1.310034736062646,14.97551130247512,119.3113637536016,547.6746555831121,0.983258270673526,267.3785244832686,217.173539820518,0.6573245563403077,0.31156066120000003
97,2314082,1995-08-08,21.255850666,55,0,0.5749602982938385,2.237486605660774,16.14284854240449,116.8191316160531,1222.472485465145,0.9510206394415868,139.3276943771838,226.7028231177015,0.2944851555190803,1.36001161325
98,3008362,1995-08-08,19.8486346,30,0,0.2568069943428223,1.367546504692949,37.36069360524818,118.9617953672091,584.1327857113762,1.016350997198721,305.8884068834909,221.1766293872037,0.6162982267149756,0.3745783022
99,3182823,1995-08-08,9.509879717,15,6,0.4073193079080165,0.8301293866516695,1.914256662040002,243.0519125356717,276.259428572244,0.4920016594066053,213.6346689133144,312.2502959502082,1.303122944474842,0.0650942484
100,3390647,1995-08-08,16.0610662796,22,1,0.5146651431643737,0.9061444567592144,8.805309986974386,211.1157354680615,315.0609541635102,0.4397834901936297,44.6338158622501,238.5895014705892,1.142636036749788,0.171215318
101,3746629,1995-08-08,20.4844542549,9,6,0.2969169445501015,1.288215731785637,3.648952368735195,177.7237952656623,534.0492685781778,0.9057226527824724,54.57036918965708,330.3027265993828,0.6740951091618258,0.01184520595
102,3662252,1995-08-08,19.5349282417,4,6,0.3142290572731071,1.27714625028094,27.79521315206508,334.3526039521191,527.1805462948607,0.8758297880552768,239.4568280891988,128.0888492709682,0.6828780055147295,0.02975381215
103,2365449,1995-08-15,13.2016603762,57,1,0.5405178023526714,0.968377581781579,11.22419547692227,128.2836974696954,348.0691375405533,0.4449522594294055,358.5166597457216,266.010279771211,1.034277277622917,0.3416194718
104,3410474,1995-08-15,24.3675548124,17,2,0.5920637249101245,1.02204832684398,22.48814425873502,64.94457277444644,377.4031965581878,0.416930587414573,27.71113556351528,75.87228480396955,0.9538869921693824,0.271357992
105,3426239,1995-08-15,14.2479431871,19,2,0.247892802415425,0.8692400532428961,14.07363263320681,303.619451429382,296.0111168140606,0.6537617004727814,241.2457181552933,179.9242659581224,1.216170540737272,0.3416194718
106,3623682,1995-08-15,15.4970037958,7,7,0.1944668036041747,0.9928418174587028,12.93289524955619,107.308006136735,361.342061746365,0.7997670427329493,105.9025698631637,169.3102929035901,0.9962858966933468,0.0215547315
107,3724948,1995-08-15,19.8851596295,39,2,0.6364788257474345,1.847854685254643,12.09591999913569,242.8083220263312,917.4874872415662,0.6717343050318725,165.6231304285062,262.1602701720379,0.3923759233843537,0.6216452461499999
108,2099799,1995-08-22,3.6316313291,101,0,0.275645195703379,1.461599740800429,7.559173999677165,122.4573310894536,645.4180588904653,1.058716794207486,249.7394136036384,137.6282212657402,0.5577780092160328,0.9408981547999999
109,2267759,1995-08-22,10.6702066978,78,0,0.1843426617058004,1.373675245828435,21.21089365186563,137.0475226872611,588.0639207296055,1.120448294693052,101.1889164194012,329.0904802207054,0.6121783488321326,0.7473819704
110,3645649,1995-08-22,19.6482727113,13,3,0.2030510455908618,1.042607694139675,4.22223501558565,146.24487474079,388.8479513605899,0.8309051117035368,296.9358099718218,192.950326389245,0.9258117440000644,0.0493790371
111,3761271,1995-08-22,15.8283192329,3,6,0.3623412818111571,0.8045111682670718,14.95651571067213,206.1288496349375,263.5703437193372,0.5130035603257895,327.946014101613,315.9645924472466,1.3658592803724,0.05669472025
112,3150188,1995-09-08,12.8466218044,23,1,0.1727505558584062,1.220779402862681,25.78403060537174,157.224245276986,492.667843429631,1.00988908243766,76.3635728090676,217.4920487687966,0.7307154400293628,0.24748143
113,3508168,1995-09-08,20.9869210498,42,1,0.2453492870265468,1.249949556315622,34.84177629327663,149.9465216640271,510.4311345016312,0.943275323854436,309.2586559908565,275.7103214581483,0.705286131010587,0.5936666012
114,3682429,1995-09-08,13.640816033,15,4,0.5866239297757432,2.857746915166375,22.63213585239608,342.2124259372509,1764.550425924801,1.181324189486969,14.0525696730914,204.6427292680379,0.2040179723463125,0.98524131875
115,3691712,1995-09-08,1.4444125634,16,4,0.1084151637830949,1.167829548918546,2.294234819308754,7.6341397453128,460.9646442514971,1.041219117101804,19.27899904590315,101.827874625062,0.7809709583791595,0.043007343399999995
116,2477519,1995-09-08,20.9868479851,51,0,0.2453827326983622,1.249866955593947,34.8408230892633,149.9422270457515,510.380538919628,0.943171186520922,309.2546882817978,197.8474532414083,0.7053560481793584,0.5936666012
117,3766334,1995-09-08,12.1994444643,5,6,0.311335293033921,1.452642086480584,13.21059097460447,270.8048442942994,639.4938330035889,1.000383336812745,127.8868226456739,178.021335305533,0.5629452254592417,0.10802956235
118,3625128,1995-09-08,21.8235957809,20,2,0.6904175453451732,1.810032265391183,4.629447663932813,153.6329593635456,889.4630303796989,0.5603542317242395,204.50578533573,7.126982341285601,0.4047385756396432,0.45034217075
119,2347634,1995-09-15,15.5196895769,33,0,0.5542303362728849,1.122247254074884,24.46689441089036,191.2527124013881,434.241427872221,0.5002637810676391,29.44391572625644,256.2265857999162,0.829031909193917,0.5414303753
120,3666733,1995-09-15,5.7721969184,29,5,0.1889226522509931,1.292702072996871,0.9766283120282108,45.26691335656935,536.8415167885923,1.048481368795945,190.6591072492211,88.08560386672828,0.6705889703790694,0.04715661435
121,3771633,1995-09-15,5.985693748,7,3,0.2640538859757104,1.007138471483015,1.811674081309308,185.8691790850466,369.1749337279458,0.7411996443722877,100.3230370449916,87.30597168123131,0.9751474629241564,0.0197307056
122,3160737,1995-09-22,33.0137345686,18,0,0.7429197714072429,2.535083408794546,8.9477678748622,344.1615922444419,1474.303193711644,0.651719822234608,118.2595343760776,149.7746537414765,0.244183151427407,0.24748143
123,3684352,1995-09-22,12.2330316667,14,5,0.3980255376329458,1.777807587614624,22.95160410652685,344.0968673856423,865.8159059544905,1.070194766746383,64.4472866108216,69.46572316256477,0.4157927771067335,0.29753812155
124,3781651,1995-09-22,20.0603526459,2,6,0.3260357937467516,0.8530614548537201,18.67301195226717,181.707208288901,287.7854980609809,0.5749328863057288,323.6011374134225,217.8217198282911,1.250931691921867,0.0394586858
125,2162694,1995-10-08,24.4364336236,32,0,0.4224555943413243,0.8702809086347039,32.22691479429755,29.79498678119862,296.5429554833809,0.5026258701335222,187.3922816371673,87.25022796535129,1.213989384482868,0.5170619942
126,3429684,1995-10-08,8.178060535,15,6,0.3968356454760085,0.952890381194718,1.504765649482926,9.7503830776467,339.7526410992528,0.5747495117054323,127.4900299636265,128.5098086481505,1.059594412085327,0.035771950149999995
127,3581238,1995-10-08,13.9990858768,24,1,0.5147876322815463,0.8938575799171852,21.09358036965412,12.96137180959469,308.6746169245088,0.4337107527547043,218.6192689166658,85.1151305460568,1.166276655939104,0.3577195015
128,3601472,1995-10-08,15.4776155215,20,1,0.7119507498168253,2.176240135386807,13.30368650062958,355.4787924280728,1172.623653188909,0.6268643392167003,86.23064422521149,280.3456586195321,0.3070038703560113,0.650942484
129,3666677,1995-10-08,10.3538812075,13,6,0.2706344259804053,1.185402267868303,6.072461617563961,10.38189097684688,471.4081184471361,0.8645916055478944,81.31956727808232,307.093083653724,0.7636694955230614,0.1184520597
130,3730802,1995-10-08,7.0350792638,9,6,0.2499222400619662,0.8855456744457496,10.80071330359576,4.523783599081487,304.3791331885978,0.6642281158110832,216.088514827759,246.4093799891688,1.182735479363294,0.0541430375
